id,name,region,latitude,longitude,name_alternates,wikipedia,prominence_rank
y123-dyirbal-jirrbal,Dyirbal / Jirrbal,Cape York & Torres Strait,-17.740226555635,145.66133402195,Dyirbal|Djirbalngan|Djiru|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Ngatjan|Mamu|Djirubal|Djirbal|Tjirbal|Chirpalji|Dyirbaldyi|Dyirbalngan|Chirpa|Choolngai|Njirma|Jirrbal,Dyirbal language,1
n20-tiwi,Tiwi,Top End & Arnhem (NT),-11.563361220759,130.75974911356,Tunuvivi|Diwi|Nguiu|Nimara|Wonga:k|Woranguwe|Wunguk|Wunuk|Yeimbi,Tiwi language,2
y82-guugu-yimidhirr,Guugu Yimidhirr,Cape York & Torres Strait,-15.085217541197,144.94279460915,Guguyimidjir|Kokoimudji|Kokonjekodi|Balara|Boolcanara|Bullangi|Bulponara|Bulpoonarra|Djidjul|Emoji|Galai Garburnga|Gog yimidjir|Gogo Yimidjir|Gu|gu Yimidir|Gug Imudji|Gug timidir|I:du|Imudji|Ithu|Jidhu|Jimidir|Jimudji|Jungkurara|Junkara|Kalay|Karpungga|Karpurnka|Koko Dyungay|Koko Ialiu|Koko Ialunia|Koko Yimidjir|Koko aungu|Koko jimidir|Koko yimidir|Kokodjilandji|Kokojalanja|Kokojimoji|Kokoyalunyu|Kookawanga|Kookoymma|Kookoyuma|Kuku Yimidyi|Tyrhal|Wiu|Wuriwatha|Wurkuldi|Yokarra|Yung Kurara|Yungkarara|YunguraraYimidir|Gugu Yimidhirr|Yimithirr|Guugu Yimithirr,Guugu Yimithirr language,3
c15-warlpiri,Warlpiri,Central Desert,-20.433595605496,131.05240928361,Lander Warlpiri|Ngalia|Walbiri|Walmalla|Walpiri|Waneiga|Warlmala|Alpira|Alpiri|Elpira|Ilpara|Ilpira|Ilpirra|Nambulatji|Njambalatji|Ulperra|Wailbri|Walbrai|Walbri|Waljbiri|Waljpiri|Walpari|Warrabri|Wolperi|Wolpirra|Waibry|Nambutj|Nambutju|Waibri|Albura|Boonara|Bunara|Buruwatung|Ipara|Jalpiri|Kolo|Kukuruba|Manggai|Munga|Nambuda|Nanbuda|Ngadi|Ngali|Ngaliya|Ngallea|Ngallia|Ngardi|Ngari|Ngarilia|Ngarliya|Warrmarla|Warnayaka|Ngardilypa|Yarlpiri|Njalia|Ooldean|Panara|Puruwantung|Waiangadi|Waiangara|Waingara|Wakirti Warlpiri|Walmala|Walmanba|Wanaeka|Wanajaga|Wanajaka|Wanajeka|Wanayaga|Warangari|Waringari|Warniaka|Warramulla|Wawilja|Wommana|Woneiga,Warlpiri language,4
s64-dharug-darug,Dharug / Darug,SE Australia,-33.889577865158,150.04841244489,Dharuk|Dharuk etc|Daruk|Oharruk|Dharrok|Darrkinyung|Dharruk|Dharrook|Darrook|Dharug|Darug,Dharug language,5
c6-pitjantjatjara,Pitjantjatjara,Central Desert,-25.664115063165,130.065503849,Pitjantjatjarra|Bidjandjadjara|Pitjantjara|Bidjandja|Bidjandjara|Bidjuwongga|Bidyandyadyara|Bindjandjadjara|Gunggawara|Ituarre|Jabu|Kalgonei|Mamoo|Mamu|Mangawara|Mulatara|Nangatadjara|Njangadjadjara|Nyangatjatjara|Partutu|Peechintarra|Pidjandja|Pidjandjara|Pidzandza|Pijandarra|Pintularapi|Pitchentara|Pitdjandjara|Pitindjatjara|Pitjandara|Pitjandjadjara|Pitjandjara|Pitjanjarra|Pitjanzazara|Pitjendadjara|Pitjentara|Pitjindjatjara|Pitjindjiara|Pitjinjara|Pitjinjiara|Pitjintara|Pitjintjitjira|Pitkindjara|Pituari|Tjitiadjara|Tjurti|Wankawinan|Wanudjara|Widanda|Widjandja|Wirtjapakandja|Wongapitcha|Wongapitja|Wongapitjira|Bidjandjadjara/Njangadadjara|Woga pitja,Pitjantjatjara dialect,6
c8-arrernte,Arrernte,Central Desert,-23.912769752563,134.26092317523,Aranda|Ikngerripenhe|Eastern Aranda|Mparntwe Arrernte|Central Aranda|Tyuretye Arrernte|Arrernte Alturlerenj|Western Aranda|Pertame|Southern Aranda|Arrarnta|Aldolanga|Aldolinga|Alitera|Aranta|Arinta|Arranda|Arrinda|Arrundta|Arunda|Arrunta|Arunndta|Arunta|Arunta Ulpma|Burringah|Herrinda|Ilpma|Jairunda|Oiljpma|Paroola|Pirdima|Pitjapitja|Pitjima|Ulpma|Urrundie|Waitjinga|Wonggaranda|Wongkatjeri|Wychinga|Western Arrernte|Eastern Arrernte|Sourthern Aranda|Arrente,Arrernte language,7
l10-adnyamathanha,Adnyamathanha,Lake Eyre / Central SA,-30.350211730328,138.88257707454,Adnymathanha|Adjnjamathanha|Adynyamathanha|Adnjamathanha|Jadliaura|Ngudlawara|Wailpi|Walypi|Adnamadana|Adjnjamatana|Adnamatana|Adnjamadana|Adnjamadhanha|Adnjamatana|Adnjamathera|Adnjmadhanha|Adnjnjamathanha|Adyamatana|Andjama Dana|Andyamatana|Anjamatana|Anjamutina|Anjimatana|Anjiwatana|Anjiwatina|Anyamatana|Archualda|Atjualda|Benbakanjamata|Benbakanjamatana|Binbarnja|Binbarnya|Gadjnjamada|Gadjnjamadja|Ganjamadna|Imatjara|Kanjamata|Kanjimata|Keidnamutha|Keydnjamarda|Keydnjmarda|Kudjamuther|Kudjchnamootha|Kudnamietha|Kutchhamootha|Kutchnamoota|Kutchnamootha|Mardala|Mardula|Ngatjuwalda|Nimalda|Nimbalda|Nimbaldi|Nuralda|Umbertana|Unyamatana|Unyamootha|Wadla|Wailbi|Wajalpi|Waljbi|Wipie|Adnyamathana|Adnjamadana Wailbi|Adnyamatana,Adnyamathanha language,8
y3-meriam-mir,Meriam Mir,Cape York & Torres Strait,-9.683089797572,143.77542511209,East Torres|Miriam|Meryam Mir|Meriam|Boigu|Buibatyalli|Errob|Erub|Garamir|Gaurareg|Maer|Maralaig|Mer|Meryam|Morolag|Sabai|Saibai|Tagota|Ugar,Meriam language,9
c4-yankunytjatjara,Yankunytjatjara,Central Desert,-26.623693675417,132.26055292732,Yankuntjatjarra|Yankuntjatjara|Alinjera|Ankundjara|Jan gundjara|Janggunadjara|Janggundjara|Jangkudjara|Jangkuntjarra|Jangkundjadjara|Jangkundjara|Jangwundjara|Jankundjadjara|Jankundjara|Jankundjindjara|Jankuntjatara|Jankuntjatjara|Jankunzazara|Jankunzazzara|Kaltjilandjara|Nankundjara|Wirtjapakandja|Wirtjapokandja|Yangkuntjatjara|Yangundjadjara|Yangundyadyara|Yankundyari|Yankunjara|Yangundjara|Yankuntjara|Yangkundjara|Everard Range Tribe’,Yankunytjatjara dialect,10
k6-gooniyandi,Gooniyandi,Kimberley (WA),-18.590969909164,126.17902403966,Guniyandi|Guniyan|Gunian|Gunijan|Konejandi|Kunian|Cowrana|Goonien|Gunan|Guniandi|Gunin|Gunyari|Konajan|Konean|Konejanu|Koneyandi|Kunan|Kuniandu|Wadeawulu|Bunuban family,Gooniyandi language,11
y1-kala-lagaw-ya,Kala Lagaw Ya,Cape York & Torres Strait,-10.111847445993,142.1928891886,Kalaw Kawaw Ya/Kalaw Lagaw Ya|West Torres|Kalaw Kawaw Ya|Kala Lagaw Langgus|Yagar Yagar|Mabuiag|Kowrarega|Karualaig|Kala Lagaw Langgus Yagar Yagar|Kala Kawaw Ya|Kalau Lagau Ya,Kalaw Lagaw Ya,12
w41-noongar-nyungar,Noongar / Nyungar,SW WA / Pilbara,-32.922134838511,117.84001285205,Nyungar|Nyunga|Wudjari|Njunga|Wudjarima|Wuda|Wudja|Widjara|Warangu|Kwaitjman|Ngokwurring|Ngokgurring|Nunga|Njungar|Nonga|Yunga|Yungar|Njungura|Karkar|Caskcar  Daran for Wudjari|Noongar,Noongar language,13
c10-pintupi,Pintupi,Central Desert,-23.370096838363,127.58170309929,Pintupi Luritja|Bindubi|Ildawonga|Wenamba|Bindaboo|Bindabu|Bindiboo|Bindibu|Bindooboo|Bindubu|Kalgonei|Kalgoneidjara|Kalguni|Loritja|Luridja|Luritja|Matjunalatara|Panika|Pi:ntubi|Pindu|Pindubu|Pintubidjara|Pintubitjara|Pintubu|Pintudjara|Pintularapi|Pintunala|Puntubu|Teitudjara|Wankawinan|Wenaba|Wiluraratja|Ildawongga|Panika for Pintubi|Ilda|Ilta|Manggawara|Wananwanari|Maiidjara|Maiadjara for Ildawongga,Pintupi dialect,14
n27-wagiman,Wagiman,Top End & Arnhem (NT),-14.012172251408,131.16935888386,Wageman|Airiman|Tagoman|Wagoman|Ongkakaringa|Wagaman|Wogeman|Wongkakaringa|Wakiman,Wagiman language,15
a66-walmajarri,Walmajarri,Western Desert (WA),-19.467373171132,126.15125175949,Walmatjarri|Walmadjari|Wolmatjeri|Wolmeri|Bililuna dialect|Djiwalinj|Djiwalinja|Djualin|Djuwali|Jiwarliny|Juwaliny|Ngadjukura|Ngainan|Nganang|Pitangu|Tjiwali|Tjiwalindja|Tjiwaling|Tjiwarlin|Walmadere|Walmadjeri|Walmadyari|Walmadyeri|Walmaharri|Walmaharry|Walmajai|Walmajari|Walmajeri|Walmatjari|Walmatjeri|Walmatjiri|Walmeri|Wanaeka|Waneiga|Wanmadjari|Warinari Pundur|Warmala|Wolmadjari|Wolmaharry|Wolmaijari|Wolmera|Wulumarai|Wulumari|Wariari Pundur,Walmajarri language,16
n151-anindilyakwa,Anindilyakwa,Top End & Arnhem (NT),-13.931088898354,136.58538816163,Aninhdhilyagwa|Yingguru|Warnindilyakwa|Enindilyakwa|Ingura|Amakurupa|Andilagwa|Andiljaugwa|Andiljaukwa|Andilyaugwa|Anindiljaugwa|Anindilyaugwa|Awarikpa|En Indiljaugwa|Endiljaugwa|Enindilyaugwa|Groote Eylandt|Lamadalpu|Wani Ndiljaugwa|Wanindilyaugwa|Enindhilyagwa|Anindhilyakwa|Eninhdhilyagwa|Wanindilyaugwa Ingura,Anindilyakwa language,17
n39-iwaidja,Iwaidja,Top End & Arnhem (NT),-11.612947182736,132.69622018507,Iwaydja|Adawuli|Djalakuru|Gaari|Garrig|Jaako|Jiwadza|Marlgu|Oitbi|Uruku|Wurango|Eae warge ga|Eaewandja|Eaewardja|Eaewarga|Eawaitja|Eewardja|Eiwaja|Gari|Idjduwa|Ilkar|Iwaidji|Iwaija|Iwaiji|Iwaji|Iyi|Jewitcha|Ji:wadja|Jiwaidja|Juwadja|Limba Kar adjee|Limbakaraja|Manduwid|Ngadalwuli|Oidbi|Tarula|Unalla|Uwaidja|Yiwadja|Yiwadya|Yiwayja|Yiwaidja|Iwaja,Iwaidja language,18
y69-kuuk-thaayorre,Kuuk Thaayorre,Cape York & Torres Strait,-14.909010990228,141.78701479664,Kuuk Thayorre|Thayore|Thaayorre|Koko Daiyuri|Koko Taiyor|Taior|Bohran|Da:jor|Daiyuri|Dayorr|Gugujak|Kokkotaijari|Koko|Koko Tayorre|Koko yak|Kokotaiyari|Kokotayor|Taiol|Taiyor|Tayor|Tayore|Tayorr|Thayarre|Thayorre|Ku k Thayori|Dha:yorre|Kuuk Thaayoore|Thaayore|Gugudayor|Kuktayor|Kukudayore|Behran|Thaayorr,Kuuk Thaayorre language,19
k29-miriwoong-miriuwung,Miriwoong / Miriuwung,Kimberley (WA),-15.886297346976,128.86767402237,Miriwung|Mariu|Miriung|Mariyung|Miriwong|Miriwu|Miriwun|Mirong|Mirriwong|Mirung|Moreng|Mireau|Miriwoong|Miriuwung,Miriwoong language,20
n128-wubuy-nunggubuyu,Wubuy / Nunggubuyu,Top End & Arnhem (NT),-13.86980990371,135.5886143023,Wubuy|Yingkwira|Nangabuya|Ningburia|Nuggaboju|Nugubuyu|Nungabuju|Nungabuya|Nungabuyu|Nungbuju|Nunggaboju|Nungguboiju|Nungguboiyu|Nunggubuju|Nunguboiyu|Nungubuju|Nungubuyu|Nunggabuyu|Nungkubuyu|Nunggubuyu,Nunggubuyu language,21
n155-garrwa,Garrwa,Top End & Arnhem (NT),-16.856777918351,137.27377744599,Garawa|Karawa|Grawa|Kariwa|Karrawar|Kar´wa|Korrawa|Kurrawar|Leearawa|Wollongorang|Wulungwara|Leearrawa|Korrwa|Garuwa|Garrawa|Karrwa,Garrwa language,22
y78-kuku-yalanji,Kuku Yalanji,Cape York & Torres Strait,-16.497447852508,144.6293751535,Kuku Yalaja|Kuku Yelandji|Djankun|Jungkurara|Kokojelandji|Kokokulunggur|Kokowalandja|Muluridji|Wakara|Wulpura|Booroorar|Cangoora|Chokonara|Cuegudira|Djiling|Gugu Jalandji|Gugu Yalandji|Gugu Yalanji|Gumbo|Gumbu|Jal:a|Jelanji|Jiling Juliacara|Junkara|Kokalungie|Koko Yerlandji|Koko yalanji|Koko yerlandtji|Koko yerlantchi|Koko yerlantji|Kokolerlaatchi|Kokolunge|Kokoyellanji|Kooka alanji|Kuku Yalandji|Kyahara|Lerlantchi|Moorara|Nooroorarra|Tchoolooorara|Tondayara|Walparara|Yalampa|Yalandji|Yalandyi|Yallar|Yelandji|Yiling|Yoon koor ara|Yunkurara|Kokolerlantchi|Gugu Yalandyi|Koko Katji|Guugu Yalandji,Guugu Yalandji language,23
n21-larrakia,Larrakia,Top End & Arnhem (NT),-12.51763346522,130.84139962194,Larrakiya|Gulumirrgin|Laragia|Larakia|Binnimiginda|Gunmajerrumba|Laragai|Laragiya|Larakeeyah|Larakiya|Larikia|Larragea|Larrakeah|Larrakeeha|Larrakeeyah|Larrakiha|Larreekeeyah|Larrekiya|Larriguia|Larrikaa|Larrikia|Larrikiha|Larrikiya|Larriquia|Marri|Woolsoongah|Larragia|Larekia|Ngandalagarak Larrakeah,Laragiya language,24
n3-murrinh-patha,Murrinh-patha,Top End & Arnhem (NT),-14.747346346964,130.00346421595,Murinbata|Muringura|Murrinhkura|Murinjbada|Murinypata|Murinypatha|Murrinh diminin|Murrinh gurra|Murinjpata|Murinbada|Marri wutha|Karama|Garama|Karaman|Murinkura|Nagor|Nangu|Mariwada|Mariwuda,Murrinh-patha language,25
n92-alawa,Alawa,Top End & Arnhem (NT),-15.523673824618,134.47958643695,Galawa|Warliburru|Wilingura|Ngewin|Alaua|Allaua|Allaura|Allawa|Allowa|Allowiri|Allua|Alowa|Galleewo|Kallaua|Leealowa|Woolooami|Kallana|Walkonda|Walooka|Galleewa,Alawa language,26
e12-bundjalung,Bundjalung,SE Queensland,-29.251261354257,153.07515373674,Bandjalang|Arakwal|Badjulung|Banjalang|Birihn|Dinggabal|Geinyan|Gidabal|Jukambal|Jukambe|Kalibal|Keinjun|Kitabal|Minjunbal|Ngarahgwal|Nyangbal|Wahlubal|Widjubal|Wiyabal|Wudjehbal|Yugambeh|Badjalang|Badjelang|Bandjalong|Bandjelang|Bandyalang|Beelia|Beeloo|Bogganger|Budulung|Buggul|Bundala|Bundel|Bundela|Bundjulung|Bundyulen|Bunjellung|Derbal|Ilakuri wongi|Juadjag|Juadjek|Juadjuk|Karakata|Karrakatta|Minal njunga|Minnal Yungar|Mooro|Murram|Paikalyug|Paikalyung|Wadjug|Wadjuk|Wadjup|Wajuk|Watchee|Whadjuk|Whajook|Widje|Witja:ri|Woomargou|Yooadda|Yooard|Yoongar|Yuard|Yuatjek|Yungar|Yungur|Bandjalung,Yugambeh–Bundjalung languages,27
n50-gaagudju,Gaagudju,Top End & Arnhem (NT),-12.434077327456,132.671608496,Gagadu|Gagudju|Kakadu|Kakudju|Ngardok|A:rwu:r|Abedal|Abiddul|Auwur|Awur|Gagadju|Gagadyu|Ka:ka:dju|Kadadju|Kakakta|Kakata|Kakatu|Karkadoo|Karkardoo|Kukata|Katata|Gaguju|Kakaju|Awoy,Gaagudju language,28
e7-gumbaynggirr,Gumbaynggirr,SE Queensland,-30.087643010269,152.44568760982,Gumbaynggir|Kumbainggar|Gumbainggir|Baanbay|Banbai|Gamlamang|Jiegera|Kumbainggiri|Yaygir|Yuungay|Cambanggarie|Coombagoree|Coombangree|Coombargaree|Coombyngara|Coombyngura|Coombyugura|Cumbainggar|Guinbainggiri|Gumbainggirr|Gumbainga|Gumbainggar|Gumbanga|Gumbanggar|Gumbanggeri|Gumbanjaree|Gumbayngir|Gunbainygar|Kombaingheri|Kombinegherry|Koombabgghery|Koombainga|Koombanggary|Koombanggherry|Koombangi|Kumbaingeri|Kumbainggeri|Kumbainggir|Kumbainggirri|Kumbaingir|Kumbangerai|Nimboy|Orara|Woolgoolga|Koombangghery|Kumbanggerri|Koombanggaree|Kumbainggerri|Kumbinggeri|Kumbanggar|Gumbaigar|Gunbaigar|Gumbaingar,Gumbaynggirr language,29
n18-jaminjung,Jaminjung,Top End & Arnhem (NT),-15.154028288381,130.39030229891,Djamindjung/Ngaliwuru|Djamindjung|Alura|Jaminjang|Tjaminjun|Djamundon|Murinyuwen|Djamindjun|Tjamindjung|Djamunjun|Kaminjung|Djamadjong|Murinyuwan,Jaminjung language,30
a38-ngaanyatjarra,Ngaanyatjarra,Western Desert (WA),-25.80043240336,127.35345751349,Ngaanjatjarra|Nana|I:nabadanggural|Jumudjara|Kalgonei|Kalgoneidjara|Kalguni|Kuwaratjara|Nangandjara|Nangaridjara|Ngaanjadjara|Ngan:adjara|Ngana|Ngatari|Nona|Warburton Ranges|Ngadadjara|Ngaanyatjara|Warburton Ranges Dialect|Jabungadja|Ku:rara|Nadadjara|Nga:da|Nga:dapitjardi|Ngad adara|Ngadatara|Ngadatjara|Ngadawongga|Ngadjatara|Ngatatara|Ngatatjara|Rumudjara|Teitudjara|Wan:udjara|Warara|Wirtjandja|Witjandja,Ngaanyatjarra dialect,31
a80-western-desert-language,Western Desert language,Western Desert (WA),-26.337337816815,127.10810714062,The Western Desert language|Western Desert,Western Desert language,32
n47-amurdak,Amurdak,Top End & Arnhem (NT),-11.950287363885,132.87361226866,Amurdag|Wardadjbak|Amooridiyu|Amarag|Amarak|Amurrag|Amurag|Amurrak|Amurtak|Amuruk|Mamurug|Monobar|Namurug|Ngamrrak|Ngamurag|Ngamurak|Umoordak|Umoreo|Umoriu|Amardak|A'moordiyu|Woraidbug,Amurdak language,33
k15-bardi,Bardi,Kimberley (WA),-16.668163920215,122.90225739947,Baardi|Baard|Baada|Ba:d|Ba:di|Baad|Bard|Barda|Board,Bardi language,34
n82-burarra,Burarra,Top End & Arnhem (NT),-12.161770746066,134.5807095628,Anbarra|Gadjalivia|Gidjingali|Bara|Barada|Barara|Barea|Barera|Baurera|Bawera|Birarra|Burada|Burara|Burera|Gidjingale|Gudjalayia|Gurmadja madja|Jikai|Ku jarlapiyi|Tchikai|Tha ra ra burra|Thar ar ra burra|Toolginburra|Anbara|Burrara,Burarra language,35
g35-kayardild,Kayardild,Gulf Country,-17.030578639892,139.489223589,Gayardilt|Kaiadilt|Bentinck Islanders|Gaiardilt|Gaja|dilt|Gajadild|Gajardild|Gajardilt|Gaya|Gayadilt|Kaiadil|Kaiadilt Madunun|Maldanunda|Malununda|Malununde|Mardunung|Marlanunda|Gayardild|Guyadilt|Madunun,Kayardild language,36
w35-martuthunira,Martuthunira,SW WA / Pilbara,-21.405484350395,116.45087969332,Martuyhunira|Mardathon|Mardatuna|Mardayunira|Mardudjungara|Mardudunera|Padupadu|Jawunmala|Maratunia|Mardadhunira|Mardadhuniya|Mardathoni|Mardathoonera|Mardathunera|Mardathunira|Mardatunera|Mardudhoonera|Mardudhunera|Mardudhunira|Marduduna|Marduthunira|Mardutunira|Marduyhunira|Martuthuniya|Martuyunira|Mardutunera,Martuthunira language,37
n64-mawng,Mawng,Top End & Arnhem (NT),-11.813898254873,133.36400767602,Maung|Mawung|Gun marung|Managari|Manangari|Marung|Mau|Maw|Men ngai|Kunmarung|Mauung|Gunmarang,Maung language,38
n40-1-ngomburr,Ngomburr,Top End & Arnhem (NT),-12.79362392391,132.12958497813,Ngumbur|Ngurmbur|Ngombur|Murumburr|Ambugula|Ambuku:la|Corm bur|Gnormbur|Gnornbur|Gnumbu|Koarnbut|Nambuguja|Ngorbur|Ngorm bur|Ngumbu|Numbugala|Oorm bur|Umbugarla includes Umbugarla proper|It also appears that it may have included Bugurnidja,Ngurmbur language,39
n35-wardaman,Wardaman,Top End & Arnhem (NT),-15.3569280628,131.52699746908,Wadaman|Wadderman|Waderman|Waduman|Warduman|Wartaman|Wordaman,Wardaman language,40
y57-wik-mungkan,Wik Mungkan,Cape York & Torres Strait,-13.722681824321,142.3262549944,Wik Mungknh|Wik Munkan|Wik|Mimungkum/Wik Mungkana|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Anja|Ayan|Badjimu|Monkanu|Mugola|Munggan|Munggano|Mungkan|Munkan|Munkanj|Munkanu|WikHungkan|Wik Mongkan|Wik Monkan|Wik Mongken|Wik Munggan|Wik Mungkanh|Wik Mungken|Wika Munkan|Woran am|Wik Mungknh hill|Munggan (Wik-),Wik Mungkan language,41
k17-worrorra,Worrorra,Kimberley (WA),-15.621326448715,124.87587090613,Worora|Jaudibaia|Maialnga|Worara|Wororra|Worrara|Wurara|Worrora|Wurora|Wurura|Variants of the language name:|Yangibaia|Kularri/Gularri south westerners,Worrorra language,42
k22-wunambal,Wunambal,Kimberley (WA),-14.879395710842,125.46376386735,Wunambul|Unambal|Jamindjal|Jarmindjal|Kanaria|Laiau|Peremanggurei|Unambalnge|Wanambal|Wardana|Winjai|Wonambul|Wumnabal|Wunambullu|Wunambulu|Kularri/Gularri south westerners|Wulanggu|Wunambal ngarri,Wunambal language,43
c5-antikarinya,Antikarinya,Central Desert,-27.029789016408,134.01663567272,Antakarinya|Antakarinja|Andagirinja|Aldolinga|Alinjerra|Aluna Aluna|Andagarindja|Andagarinja|Andakirinja|Andayarinja|Andegilliga|Andekarinja|Andekerinja|Andgari|Andigari|Andigarina|Andigarinya|Andigidini|Andigiri|Andigirinji|Andigiriny|Andingari|Andjirigna|Andjiringna|Andongerry|Andrgrinji|Andugarinja|Anjirigna|Antakerinya|Antakerrinya|Antakirinha|Antakirinja|Antegarinya|Antekarinja|Anterrikanya|Antigari|Antigerinya|Antingari|Antingerrie|Gunmarang|Kadjilaranda|Maduntara|Madutara|Maiuladjara|Maiulatara|Manangari|Matjutu|Matuntara|Matutara|Mau|Maung|Mauung|Mbenderinga|Mularatara|Ngonde|Njuntundjara|Southern Loritja|Tangara|Untergerrie|Unterrgerrie|Walarangunja|Walarenunga|Yandairunga|Yanido|Andingiri|Andagarinya|Aluna,Antakarinya language,44
s66-awabakal,Awabakal,SE Australia,-33.055058071214,151.52667363956,Awabagal|Awaba|Kuri|Kuringgai|Lake Macquarie|Awarbukal|Arwarburkarl,Awabakal language,45
k5-bunuba,Bunuba,Kimberley (WA),-17.724740792483,125.60516873534,Bunaba|Punuba|Punaba|Booneba|Boonooba|Bunapa|Kunamba|Punamba|Punapa|Punupa|Buniba|Bunuban,Bunuba language,46
y106-djabugay-tjapukai,Djabugay / Tjapukai,Cape York & Torres Strait,-16.737168486512,145.50845426914,Dyaabugay|Djabuganjdji|Buluwai|Irukandjai|Dyabugay|Tjapukandji|Tjapukanja|Tjabogaitjandji|Tjabogaijanji|Kokonjunkulu|Kokonyungalo|Koko Tjumbundji|Hileman|Njakali|Nyakali|Tjabogai tjanji|Tcabogai tjanji|Toabogai tjani|Dyabugandyi|Tapelcay|Tuffelcey|Barron River dialect|Binggu|Djabugay|Tjapukai,Djabugay language,47
k12-jaru,Jaru,Kimberley (WA),-18.517289717412,128.22757747316,Djaru|Jaruru|Jaroo|Djaro|Jarroo|Jarrou|Jarrau|Charrau|Jaruo|Djara|Deharu|Njining|Njinin|Nyinin|Nining|Neening|Meening|Ka:biri|Karbery|Kodjangana,Djaru language,48
c22-jingulu,Jingulu,Central Desert,-17.350765267549,133.70151286316,Djingulu|Djingili|Jingili|Tjingili|Tjingilu|Tjinggili|Tjingilli|Tjingali|Tjingalli|Chingalee|Chingalli|Tjingale|Tchingalee|Djingali|Djinggili|Tingalie|Leechunguloo,Jingulu language,49
w28-jiwarli,Jiwarli,SW WA / Pilbara,-23.497306025591,115.90091904253,Tjiwarli|Djiwarli|Djiwali|Dyiwarli|Guwari|Jiwali|Kuwari|Mantharta|Tai warli|Tjiwarliny|Jivali|Tci warli|Tjiwali|Tivali,Jiwarli dialect,50
g13-kalkatungu-kalkadoon,Kalkatungu / Kalkadoon,Gulf Country,-20.886512982542,139.89001993296,Kalkutungu|Kalkutung|Calcadoon|Galgadung|Galgadunga|Galgadungu|Kalkadoona|Kalkadun|Kalkadung|Kalkadunga|Kalkaladoona|Kalkatongo|Kalkatunga|Kulkadoon|Kulkadoona|Kulkodone|Mantaba|Roongkari|Rungkari|Kalka donna|Kalkatungu|Kalkadoon,Kalkatungu language,51
y83-kunjen,Kunjen,Cape York & Torres Strait,-15.723816026628,142.65433402528,Cape York Peninsula Languages|Gugu Nyungkul|Kawarrangg|Laia|Muragan|Ngundjan|Okunjan|Olkolo|Oykangand|Ayan|Gudjal|Gundjen|Gundjun|Ikan|Koonchulburra|Koonjan|Koonjen|Kundjen|Kuntjan|Kuritja:l|Kutabal|Kuthabal|Kutjal|Kwearriburra|Ogh Undyan|Ogondyan|Ogontjel|Okundjain|Okuntjel|Oyangant|Oggonjin|Kundjan|Koko Kuntjan|Kundjin|Kokoyan|Kunjin|Koko wansin,Kunjen language,52
a6-maduwongga,Maduwongga,Western Desert (WA),-23.350911655789,123.66842240336,Martu Wangka|Manjtjiltjara|Martu|Wangka|Mardu|Budijarra|Gardujarra|Giyajarra|Kartudjara|Keiadjara|Mandjildjara|Manyjilyjarra|Potidjara|Wanman|Jindi|Julbaritja|Kabul|Maduwangga|Maduwonga|Mardo|Mardudjara|Yindi|Marduwangga,Martu Wangka dialect,53
a96-mandara,Mandara,Western Desert (WA),-23.364436323926,119.2811246941,,Mandara language,54
n7-marrithiyel,Marrithiyel,Top End & Arnhem (NT),-13.834648747329,130.01293523915,Marithiel|Brinken|Marri Ammu|Marridan|Marrisjefin|Matige|Berinken|Berinkin|Berringin|Brinkan|Magatige|Marathiel|Maridhiel|Maridiel|Maridiyal|Maridiyel|Marithid|Maritige|Muringa|Muringata|Muringe|Maridjiel|Maridhiyel|beringken|commonly adapted into English as Brinkin,Marrithiyel language,55
y115-mbabaram,Mbabaram,Cape York & Torres Strait,-17.264955959177,145.07773954753,Barbaram|Balbarum|Bar Barrum|Barbarem|Barbarum|Booburam|Gugu Mbabaram|Illagona|Kwearriburra|Mogmbabarum|Morruburra|Oombarbarum|Queeariburra|Umbarbaram|Warrialgona|Woombarbarram|Woombarrmbarra|Wumbabaram|Wumbarbaram|Koko Beberam  this is not equivalent of Mbabaram,Mbabaram language,56
n43-mbukarla,Mbukarla,Top End & Arnhem (NT),-12.983006563057,132.36658194341,Umbugarla|Puneitja|Bugula|Numbugala|Ambugala,Umbugarla language,57
n211-nhangu,Nhangu,Top End & Arnhem (NT),-11.85322092545,135.70220743367,Nango|Nangu|Murungga|Miarrmiarr,Nhangu language,58
y129-nywaigi,Nywaigi,Cape York & Torres Strait,-19.147356322328,146.39195338193,Nyawaygi|Manbara|Nawagi|Warakamai|Wulgurukaba|Geugagi|Negewi|Newigi|Nyawigi|Njawigi,Nyawaygi language,59
l6-parnkalla,Parnkalla,Lake Eyre / Central SA,-32.688365696005,136.81009043454,Banggarla|Bangalla|Arkaba tura|Ba:Nggala|Ba:njgala|Bahanga la|Bahngala|Bangala|Barngarla|Bungeha|Bungala|Bungela|Kooapidna|Kooapudna|Kortabina|Pangkala|Pankala|Pankalla|Pankarla|Parkalla|Parnkala|Punkalla|Punkirla|Wanbirujurari|Willara|Willeuroo|Pangkarla,Barngarla language,60
